E,J
E,U
E,G
E,W
E,I
E,X
E,B
E,Y
E,R
E,D
E,P
E,F
E,H
E,N
E,O
E,A
E,Q
E,C
E,Z
E,S
E,L
J,U
J,G
J,W
J,I
J,X
J,B
J,Y
J,R
J,D
J,P
J,F
J,H
J,N
J,O
J,A
J,Q
J,C
J,Z
J,S
J,L
U,G
U,W
U,I
U,X
U,B
U,Y
U,R
U,D
U,P
U,F
U,H
U,N
U,O
U,A
U,Q
U,C
U,Z
U,S
U,L
G,W
G,I
G,X
G,B
G,Y
G,R
G,D
G,P
G,F
G,H
G,N
G,O
G,A
G,Q
G,C
G,Z
G,S
G,L
W,I
W,X
W,B
W,Y
W,R
W,D
W,P
W,F
W,H
W,N
W,O
W,A
W,Q
W,C
W,Z
W,S
W,L
I,X
I,B
I,Y
I,R
I,D
I,P
I,F
I,H
I,N
I,O
I,A
I,Q
I,C
I,Z
I,S
I,L
X,B
X,Y
X,R
X,D
X,P
X,F
X,H
X,N
X,O
X,A
X,Q
X,C
X,Z
X,S
X,L
B,Y
B,R
B,D
B,P
B,F
B,H
B,N
B,O
B,A
B,Q
B,C
B,Z
B,S
B,L
Y,R
Y,D
Y,P
Y,F
Y,H
Y,N
Y,O
Y,A
Y,Q
Y,C
Y,Z
Y,S
Y,L
R,D
R,P
R,F
R,H
R,N
R,O
R,A
R,Q
R,C
R,Z
R,S
R,L
K,D
K,P
K,F
K,H
K,N
K,O
K,A
K,Q
K,C
K,Z
K,S
K,L
D,P
D,F
D,H
D,N
D,O
D,A
D,Q
D,C
D,Z
D,S
D,L
P,F
P,H
P,N
P,O
P,A
P,Q
P,C
P,Z
P,S
P,L
F,H
F,N
F,O
F,A
F,Q
F,C
F,Z
F,S
F,L
H,N
H,O
H,A
H,Q
H,C
H,Z
H,S
H,L
N,O
N,A
N,Q
N,C
N,Z
N,S
N,L
-,O
-,A
-,Q
-,C
-,Z
-,S
-,L
O,A
O,Q
O,C
O,Z
O,S
O,L
A,Q
A,C
A,Z
A,S
A,L
Q,C
Q,Z
Q,S
Q,L
C,Z
C,S
C,L
Z,S
Z,L
S,L
